年度,地區別,蔬菜類別,種植面積,收穫面積,每公頃平均產量,產量,
2015,台東縣,洋蔥,28.55,28.55,43500,1241.925,
2015,花蓮縣,洋蔥,0,0,0,0,
2015,澎湖縣,洋蔥,0,0,0,0,
2015,基隆市,洋蔥,0,0,0,0,
2015,新竹市,洋蔥,0,0,0,0,
2015,嘉義市,洋蔥,0,0,0,0,
2015,金門縣,洋蔥,0,0,0,0,
2015,連江縣,洋蔥,0,0,0,0,
2015,新北市,韭菜,25.93,25.93,13021.4809101427,337.647,
2015,台北市,韭菜,0.05,0.05,4800,0.24,
2015,桃園市,韭菜,64.64,64.64,38941.676980198,2517.19,
2015,台中市,韭菜,18.44,18.44,12695.3904555315,234.103,
2015,台南市,韭菜,1.88,1.88,10011.170212766,18.821,
2015,高雄市,韭菜,8.29,8.29,19048.492159228,157.912,
2015,宜蘭縣,韭菜,37.03,37.03,12645.0985687281,468.248,
2015,新竹縣,韭菜,7.18,7.18,13596.7966573816,97.625,
2015,苗栗縣,韭菜,2.54,2.54,16567.3228346457,42.081,
2015,彰化縣,韭菜,654.88,654.13,41636.066225368,27235.4,
2015,南投縣,韭菜,0.45,0.45,30000,13.5,
2015,雲林縣,韭菜,2.05,1.91,18979.057591623,36.25,
2015,嘉義縣,韭菜,0.4,0.4,8000,3.2,
2015,屏東縣,韭菜,14.2,14.2,11090.1408450704,157.48,
2015,台東縣,韭菜,5.5,5.5,19052.1818181818,104.787,
2015,花蓮縣,韭菜,63.4,63.4,16514.0220820189,1046.989,
2015,澎湖縣,韭菜,0.06,0.05,9700,0.485,
2015,基隆市,韭菜,0.6,0.6,10496.6666666667,6.298,
2015,新竹市,韭菜,0.12,0.12,12450,1.494,
2015,嘉義市,韭菜,0,0,0,0,
2015,金門縣,韭菜,0,0,0,0,
2015,連江縣,韭菜,0,0,0,0,
2015,新北市,蒜,20.09,20.09,12929.9153807865,259.762,
2015,台北市,蒜,0.84,0.84,1350,1.134,
2015,桃園市,蒜,3.83,3.83,14926.3707571802,57.168,
2015,台中市,蒜,11.5,11.5,14385.652173913,165.435,
2015,台南市,蒜,1.42,1.42,20000,28.4,
2015,高雄市,蒜,2.71,2.71,9450.18450184502,25.61,
2015,宜蘭縣,蒜,145.5,145.3,21224.6455609085,3083.941,
2015,新竹縣,蒜,9.29,9.29,15832.6157158235,147.085,
2015,苗栗縣,蒜,12.09,12.09,15193.5483870968,183.69,
2015,彰化縣,蒜,103.88,103.88,14717.4720831729,1528.851,
2015,南投縣,蒜,127.56,127.56,15931.7184070241,2032.25,
2015,雲林縣,蒜,217.51,217.51,22656.2870672613,4927.969,
2015,嘉義縣,蒜,22.24,22.24,17375.2697841727,386.426,
2015,屏東縣,蒜,0.1,0.1,16620,1.662,
2015,台東縣,蒜,2.61,2.61,21000,54.81,
2015,花蓮縣,蒜,5.6,5.6,9241.07142857143,51.75,
2015,澎湖縣,蒜,2.7,2.7,10370.3703703704,28,
2015,基隆市,蒜,0,0,0,0,
2015,新竹市,蒜,0.62,0.62,13548.3870967742,8.4,
2015,嘉義市,蒜,0.05,0.05,5800,0.29,
2015,金門縣,蒜,1.7,1.7,23104.7058823529,39.278,
2015,連江縣,蒜,0,0,0,0,
2015,新北市,蒜頭,0,0,0,0,
2015,台北市,蒜頭,0,0,0,0,
2015,桃園市,蒜頭,0,0,0,0,
2015,台中市,蒜頭,0,0,0,0,
2015,台南市,蒜頭,275.61,275.61,8296.0777910816,2286.482,
2015,高雄市,蒜頭,0.03,0.03,8100,0.243,
2015,宜蘭縣,蒜頭,1.89,1.89,9370.37037037037,17.71,
2015,新竹縣,蒜頭,0.24,0.24,6200,1.488,
2015,苗栗縣,蒜頭,0,0,0,0,
2015,彰化縣,蒜頭,185.09,185.09,9370.06321249122,1734.305,
2015,南投縣,蒜頭,0,0,0,0,
2015,雲林縣,蒜頭,3650.75,3650.75,12420.1750325276,45342.954,
2015,嘉義縣,蒜頭,30.3,30.3,10130.6930693069,306.96,
2015,屏東縣,蒜頭,0,0,0,0,
2015,台東縣,蒜頭,2.14,2.14,6000,12.84,
2015,花蓮縣,蒜頭,0.4,0.4,8900,3.56,
2015,澎湖縣,蒜頭,0,0,0,0,
2015,基隆市,蒜頭,0.02,0.02,9850,0.197,
2015,新竹市,蒜頭,0,0,0,0,
2015,嘉義市,蒜頭,0,0,0,0,
2015,金門縣,蒜頭,1.59,1.59,5584.27672955975,8.879,
2015,連江縣,蒜頭,0,0,0,0,
2015,新北市,荸薺,0,0,0,0,
2015,台北市,荸薺,0,0,0,0,
2015,桃園市,荸薺,0,0,0,0,
2015,台中市,荸薺,0,0,0,0,
2015,台南市,荸薺,0,0,0,0,
2015,高雄市,荸薺,0,0,0,0,
2015,宜蘭縣,荸薺,0,0,0,0,
2015,新竹縣,荸薺,0,0,0,0,
2015,苗栗縣,荸薺,0,0,0,0,
2015,彰化縣,荸薺,6.37,6.37,15651.4913657771,99.7,
2015,南投縣,荸薺,0,0,0,0,
2015,雲林縣,荸薺,0,0,0,0,
2015,嘉義縣,荸薺,3.7,3.7,9702.7027027027,35.9,
2015,屏東縣,荸薺,0,0,0,0,
2015,台東縣,荸薺,0,0,0,0,
2015,花蓮縣,荸薺,0,0,0,0,
2015,澎湖縣,荸薺,0,0,0,0,
2015,基隆市,荸薺,0,0,0,0,
2015,新竹市,荸薺,0,0,0,0,
2015,嘉義市,荸薺,0,0,0,0,
2015,金門縣,荸薺,0,0,0,0,
2015,連江縣,荸薺,0,0,0,0,
2015,新北市,竹筍,3118.87,3070.82,4824.98713698621,14816.667,
2015,台北市,竹筍,715.65,715.65,2974.35198770349,2128.595,
2015,桃園市,竹筍,934.26,931.33,5186.9111915218,4830.726,
2015,台中市,竹筍,1071.82,1065.22,10208.3175306509,10874.104,
2015,台南市,竹筍,3872.11,3855.32,9527.1111088055,36730.062,
2015,高雄市,竹筍,1699.23,1698.93,10736.3328683348,18240.278,
2015,宜蘭縣,竹筍,248.23,248.23,9779.9379607622,2427.674,
2015,新竹縣,竹筍,371.24,371.24,6587.56060769314,2445.566,
2015,苗栗縣,竹筍,2431.38,2430.66,9231.55932956481,22438.782,
2015,彰化縣,竹筍,326.12,326.12,12642.4628970931,4122.96,
2015,南投縣,竹筍,2305,2305,8565.68676789588,19743.908,
2015,雲林縣,竹筍,3731.52,3730.02,17929.3212905025,66876.727,
2015,嘉義縣,竹筍,4935.42,4317.04,6934.21302559161,29935.275,
2015,屏東縣,竹筍,428.86,428.86,11075.779974817,4749.959,
2015,台東縣,竹筍,232.97,232.97,6198.40322788342,1444.042,
2015,花蓮縣,竹筍,685.47,685.17,6021.10279200782,4125.479,
2015,澎湖縣,竹筍,0,0,0,0,
2015,基隆市,竹筍,138.13,138.13,4497.84985158908,621.288,
2015,新竹市,竹筍,22.72,22.72,5695.42253521127,129.4,
2015,嘉義市,竹筍,85.27,85.27,9006.75501348657,768.006,
2015,金門縣,竹筍,0,0,0,0,
2015,連江縣,竹筍,0,0,0,0,
2015,新北市,蘆筍,0.72,0.72,3216.66666666667,2.316,
2015,台北市,蘆筍,0,0,0,0,
2015,桃園市,蘆筍,0,0,0,0,
2015,台中市,蘆筍,17.41,17.41,6651.6369902355,115.805,
2015,台南市,蘆筍,102.9,102.9,6159.7084548105,633.834,
2015,高雄市,蘆筍,9.89,9.89,5453.79170879676,53.938,
2015,宜蘭縣,蘆筍,0.3,0.3,5333.33333333333,1.6,
2015,新竹縣,蘆筍,0.13,0.13,7561.53846153846,0.983,
2015,苗栗縣,蘆筍,0.6,0.6,3193.33333333333,1.916,
2015,彰化縣,蘆筍,288.71,288.71,5002.79172872433,1444.356,
2015,南投縣,蘆筍,3.1,3.1,5500,17.05,
2015,雲林縣,蘆筍,39.35,39.35,5774.43456162643,227.224,
2015,嘉義縣,蘆筍,86.38,86.38,4307.9184996527,372.118,
2015,屏東縣,蘆筍,19.82,19.67,6253.88917132689,123.014,
2015,台東縣,蘆筍,1.7,1.7,2964.70588235294,5.04,
2015,花蓮縣,蘆筍,1.69,1.69,4431.95266272189,7.49,
2015,澎湖縣,蘆筍,0,0,0,0,
2015,基隆市,蘆筍,0,0,0,0,
2015,新竹市,蘆筍,0.01,0.01,5000,0.05,
2015,嘉義市,蘆筍,2.5,2.5,2800,7,
2015,金門縣,蘆筍,0,0,0,0,
2015,連江縣,蘆筍,0,0,0,0,
2015,新北市,筊白筍,149.82,149.82,4820.27766653317,722.174,
2015,台北市,筊白筍,6.66,6.66,18800.9009009009,125.214,
2015,桃園市,筊白筍,33.43,33.43,13411.7559078672,448.355,
2015,台中市,筊白筍,11.11,11.11,17391.0891089109,193.215,
2015,台南市,筊白筍,0.57,0.57,11298.2456140351,6.44,
2015,高雄市,筊白筍,0.2,0.2,15000,3,
2015,宜蘭縣,筊白筍,35.99,35.99,11371.4642956377,409.259,
2015,新竹縣,筊白筍,12.44,12.44,11044.61414791,137.395,
2015,苗栗縣,筊白筍,4.32,4.32,16761.5740740741,72.41,
2015,彰化縣,筊白筍,1.97,1.97,22038.0710659898,43.415,
2015,南投縣,筊白筍,1616.38,1616.38,23216.6105742462,37526.865,
2015,雲林縣,筊白筍,0.06,0.06,9000,0.54,
2015,嘉義縣,筊白筍,2.98,2.98,16416.1073825503,48.92,
2015,屏東縣,筊白筍,0.75,0.75,12000,9,
2015,台東縣,筊白筍,1.5,1.5,19200,28.8,
2015,花蓮縣,筊白筍,8.01,8.01,7897.00374531835,63.255,
2015,澎湖縣,筊白筍,0,0,0,0,
2015,基隆市,筊白筍,0,0,0,0,
2015,新竹市,筊白筍,2.91,2.91,11896.9072164948,34.62,
2015,嘉義市,筊白筍,0.05,0.05,9100,0.455,
2015,金門縣,筊白筍,0,0,0,0,
2015,連江縣,筊白筍,0,0,0,0,
2015,新北市,其他莖菜類,20.42,20.42,14059.6474045054,287.098,
2015,台北市,其他莖菜類,38.04,38.04,6059.38485804416,230.499,
2015,桃園市,其他莖菜類,95.44,95.44,14933.9794635373,1425.299,
2015,台中市,其他莖菜類,7.39,7.39,13971.1772665765,103.247,
2015,台南市,其他莖菜類,531.57,531.57,3327.29273661042,1768.689,
2015,高雄市,其他莖菜類,194.08,194.08,20067.4361088211,3894.688,
2015,宜蘭縣,其他莖菜類,18.8,18.8,12197.7659574468,229.318,
2015,新竹縣,其他莖菜類,11.72,11.72,13965.8703071672,163.68,
2015,苗栗縣,其他莖菜類,76.33,76.33,14532.0843704965,1109.234,
2015,彰化縣,其他莖菜類,243.72,243.72,30475.7426555063,7427.548,
2015,南投縣,其他莖菜類,10.25,10.25,12778.5365853659,130.98,
2015,雲林縣,其他莖菜類,306.68,306.68,25704.6563192905,7883.104,
2015,嘉義縣,其他莖菜類,183.22,183.22,13795.3061892806,2527.576,
2015,屏東縣,其他莖菜類,8.99,8.99,12079.3103448276,108.593,
2015,台東縣,其他莖菜類,9.3,9.3,10955.9139784946,101.89,
2015,花蓮縣,其他莖菜類,62.28,62.28,10068.1278098908,627.043,
2015,澎湖縣,其他莖菜類,8.88,8.88,9397.18468468469,83.447,
2015,基隆市,其他莖菜類,0.09,0.09,9577.77777777778,0.862,
2015,新竹市,其他莖菜類,1.72,1.72,12494.1860465116,21.49,
2015,嘉義市,其他莖菜類,2.54,2.54,14142.125984252,35.921,
2015,金門縣,其他莖菜類,0.11,0.11,24300,2.673,
2015,連江縣,其他莖菜類,0,0,0,0,
2015,新北市,甘藍,103.71,103.71,33533.5936746698,3477.769,
2015,台北市,甘藍,52.13,52.13,10119.7582965663,527.543,
2015,桃園市,甘藍,84.53,84.51,25516.8619098332,2156.43,
2015,台中市,甘藍,595.6,595.6,56005.5775688381,33356.922,
2015,台南市,甘藍,407.91,407.91,46667.948812238,19036.323,
2015,高雄市,甘藍,165.08,165.08,39344.7116549552,6495.025,
2015,宜蘭縣,甘藍,1244.76,1244.51,65544.4078392299,81570.671,
2015,新竹縣,甘藍,129.03,129.03,35652.5924203674,4600.254,
2015,苗栗縣,甘藍,123.46,123.46,33962.9920622064,4193.071,
2015,彰化縣,甘藍,992.61,992.61,40547.4164072496,40247.771,
2015,南投縣,甘藍,616.46,616.46,53180.7854524219,32783.827,
2015,雲林縣,甘藍,1794.26,1794.26,50015.4503806583,89740.722,
2015,嘉義縣,甘藍,362.7,362.7,52420.1626688723,19012.793,
2015,屏東縣,甘藍,310.04,310.04,39979.7735776029,12395.329,
2015,台東縣,甘藍,211.69,211.69,33040.6301667533,6994.371,
2015,花蓮縣,甘藍,178.43,178.43,22428.3864820938,4001.897,
2015,澎湖縣,甘藍,28.47,28.46,13898.4539704849,395.55,
2015,基隆市,甘藍,0.58,0.58,10482.7586206897,6.08,
2015,新竹市,甘藍,6.81,6.81,18775.4772393539,127.861,
2015,嘉義市,甘藍,1.8,1.8,29366.6666666667,52.86,
2015,金門縣,甘藍,5.28,5.28,27307.3863636364,144.183,
2015,連江縣,甘藍,0,0,0,0,
2015,新北市,大芥菜,55.87,55.87,16251.333452658,907.962,
2015,台北市,大芥菜,52.61,52.61,12116.06158525,637.426,
2015,桃園市,大芥菜,24.9,24.9,22523.0923694779,560.825,
2015,台中市,大芥菜,5.11,5.11,17620.156555773,90.039,
2015,台南市,大芥菜,176.72,176.72,22605.2172928927,3994.794,
2015,高雄市,大芥菜,33.25,33.25,15620.3007518797,519.375,
2015,宜蘭縣,大芥菜,5.09,5.09,17475.442043222,88.95,
2015,新竹縣,大芥菜,37.61,37.07,22312.4629080119,827.123,
2015,苗栗縣,大芥菜,39.98,39.98,29356.7533766883,1173.683,
2015,彰化縣,大芥菜,65.2,65.2,37516.3343558282,2446.065,
2015,南投縣,大芥菜,1.99,1.99,24984.9246231156,49.72,
2015,雲林縣,大芥菜,215.51,215.51,23460.6885991369,5056.013,
2015,嘉義縣,大芥菜,509.41,509.41,23261.2512514478,11849.514,
2015,屏東縣,大芥菜,1.87,1.87,15255.614973262,28.528,
2015,台東縣,大芥菜,1.3,1.3,16953.8461538462,22.04,
2015,花蓮縣,大芥菜,31.28,31.28,13531.9373401535,423.279,
2015,澎湖縣,大芥菜,2,2,8838.5,17.677,
2015,基隆市,大芥菜,1,1,9701,9.701,
2015,新竹市,大芥菜,1.7,1.7,14294.1176470588,24.3,
2015,嘉義市,大芥菜,2.32,2.32,21100,48.952,
2015,金門縣,大芥菜,0.13,0.13,21669.2307692308,2.817,
2015,連江縣,大芥菜,0,0,0,0,
2015,新北市,結球白菜,37.25,37.25,31150.2818791946,1160.348,
2015,台北市,結球白菜,54.2,54.2,14160.7933579336,767.515,
2015,桃園市,結球白菜,15.43,15.43,17860.0129617628,275.58,
2015,台中市,結球白菜,28.25,28.25,30406.017699115,858.97,
2015,台南市,結球白菜,9.47,9.47,40632.5237592397,384.79,
2015,高雄市,結球白菜,26.09,26.09,33011.6136450747,861.273,
2015,宜蘭縣,結球白菜,114.3,114.3,68783.6482939633,7861.971,
2015,新竹縣,結球白菜,26.48,26.48,28358.3836858006,750.93,
2015,苗栗縣,結球白菜,11.74,11.74,20956.5587734242,246.03,
2015,彰化縣,結球白菜,497.13,497.13,40290.3184277754,20029.526,
2015,南投縣,結球白菜,35.4,35.4,38889.5480225989,1376.69,
2015,雲林縣,結球白菜,813.91,813.91,42945.3010775147,34953.61,
2015,嘉義縣,結球白菜,81.67,81.67,43413.493326803,3545.58,
2015,屏東縣,結球白菜,65.98,65.98,36466.8081236738,2406.08,
2015,台東縣,結球白菜,28.93,28.93,29238.1956446595,845.861,
2015,花蓮縣,結球白菜,102.63,102.63,18769.2390139335,1926.287,
2015,澎湖縣,結球白菜,0,0,0,0,
2015,基隆市,結球白菜,0.01,0.01,10000,0.1,
2015,新竹市,結球白菜,1.25,1.25,12000,15,
2015,嘉義市,結球白菜,1.1,1.1,36100,39.71,
2015,金門縣,結球白菜,4.07,4.07,28279.1154791155,115.096,
2015,連江縣,結球白菜,0,0,0,0,
2015,新北市,不結球白菜,233.96,233.96,16059.0571037784,3757.177,
2015,台北市,不結球白菜,99.91,99.91,9012.53127815034,900.442,
2015,桃園市,不結球白菜,488.72,488.72,20350.5790636765,9945.735,
2015,台中市,不結球白菜,10.78,10.78,13494.1558441558,145.467,
2015,台南市,不結球白菜,185.25,185.25,16492.3832658569,3055.214,
2015,高雄市,不結球白菜,304.99,304.99,13374.5303124693,4079.098,
2015,宜蘭縣,不結球白菜,4.73,4.73,13999.3657505285,66.217,
2015,新竹縣,不結球白菜,24.56,24.56,15270.6026058632,375.046,
2015,苗栗縣,不結球白菜,47.26,47.26,15538.7854422344,734.363,
2015,彰化縣,不結球白菜,64.84,64.84,18362.2146822949,1190.606,
2015,南投縣,不結球白菜,0.4,0.4,22500,9,
2015,雲林縣,不結球白菜,2452.79,2452.79,19846.541693337,48679.399,
2015,嘉義縣,不結球白菜,9.32,9.32,13593.347639485,126.69,
2015,屏東縣,不結球白菜,46.19,46.19,12400.7793894782,572.792,
2015,台東縣,不結球白菜,6.92,6.92,12878.901734104,89.122,
2015,花蓮縣,不結球白菜,154.09,154.09,12192.1863845804,1878.694,
2015,澎湖縣,不結球白菜,36.46,36.41,7385.05904971162,268.89,
2015,基隆市,不結球白菜,0.3,0.3,9913.33333333333,2.974,
2015,新竹市,不結球白菜,1.56,1.56,10792.3076923077,16.836,
2015,嘉義市,不結球白菜,0,0,0,0,
2015,金門縣,不結球白菜,2.72,2.72,18056.6176470588,49.114,
2015,連江縣,不結球白菜,0,0,0,0,
2015,新北市,甕菜,121.89,121.89,16985.9381409468,2070.416,
2015,台北市,甕菜,51.97,51.97,11707.1002501443,608.418,
2015,桃園市,甕菜,204.85,204.85,19064.8279228704,3905.43,
2015,台中市,甕菜,124.2,124.2,15580.0805152979,1935.046,
2015,台南市,甕菜,96.57,96.57,25957.4401988195,2506.71,
2015,高雄市,甕菜,68.47,68.47,12634.0295019717,865.052,
2015,宜蘭縣,甕菜,13.1,13,21735.4615384615,282.561,
2015,新竹縣,甕菜,15.6,15.6,12618.2692307692,196.845,
2015,苗栗縣,甕菜,2.8,2.8,13284.6428571429,37.197,
2015,彰化縣,甕菜,35.52,35.52,24965.7376126126,886.783,
2015,南投縣,甕菜,30.41,30.41,16959.8487339691,515.749,
2015,雲林縣,甕菜,1057.76,1057.76,16266.2900847073,17205.831,
2015,嘉義縣,甕菜,41.1,41.1,12375.8394160584,508.647,
2015,屏東縣,甕菜,24.14,24.14,12461.1433305717,300.812,
2015,台東縣,甕菜,0.54,0.54,17537.037037037,9.47,
2015,花蓮縣,甕菜,14.79,14.79,10165.7200811359,150.351,
2015,澎湖縣,甕菜,6.42,6.42,8026.47975077882,51.53,
2015,基隆市,甕菜,0.14,0.14,10000,1.4,
2015,新竹市,甕菜,0.97,0.97,11939.175257732,11.581,
2015,嘉義市,甕菜,0,0,0,0,
2015,金門縣,甕菜,0.61,0.61,17634.4262295082,10.757,
2015,連江縣,甕菜,0,0,0,0,
2015,新北市,芹菜,23.86,23.86,13770.0754400671,328.554,
2015,台北市,芹菜,16.87,16.87,10522.6437462952,177.517,
2015,桃園市,芹菜,11.83,11.83,19517.3288250211,230.89,
2015,台中市,芹菜,0.15,0.15,14500,2.175,
2015,台南市,芹菜,11.07,11.07,26356.6395663957,291.768,
2015,高雄市,芹菜,105.71,105.71,15701.409516602,1659.796,
2015,宜蘭縣,芹菜,1.19,1.19,20861.3445378151,24.825,
2015,新竹縣,芹菜,6.65,6.65,14535.3383458647,96.66,
2015,苗栗縣,芹菜,8.18,8.18,13916.8704156479,113.84,
2015,彰化縣,芹菜,177.75,177.75,23651.5049226442,4204.055,
2015,南投縣,芹菜,0,0,0,0,
2015,雲林縣,芹菜,629.61,629.61,21450.7997014025,13505.638,
2015,嘉義縣,芹菜,3.91,3.91,17090.7928388747,66.825,
2015,屏東縣,芹菜,20.42,20.42,13167.4828599412,268.88,
2015,台東縣,芹菜,1.2,1.2,14083.3333333333,16.9,
2015,花蓮縣,芹菜,3.43,3.43,10429.1545189504,35.772,
2015,澎湖縣,芹菜,1.53,1.53,8428.1045751634,12.895,
2015,基隆市,芹菜,0.02,0.02,10000,0.2,
2015,新竹市,芹菜,1.12,1.12,11552.6785714286,12.939,
2015,嘉義市,芹菜,0,0,0,0,
2015,金門縣,芹菜,0.57,0.57,21671.9298245614,12.353,
2015,連江縣,芹菜,0,0,0,0,
2015,新北市,其他葉菜類,923.15,923.15,14595.1697990576,13473.531,
2015,台北市,其他葉菜類,326.84,326.84,8893.78595031208,2906.845,
2015,桃園市,其他葉菜類,2855.46,2855.36,18190.4901658635,51940.398,
2015,台中市,其他葉菜類,331.18,331.18,13102.3612536989,4339.24,
2015,台南市,其他葉菜類,332.6,332.6,13390.9380637402,4453.826,
2015,高雄市,其他葉菜類,719.48,719.48,12995.4189136599,9349.944,
2015,宜蘭縣,其他葉菜類,372.14,371.99,14606.5566278663,5433.493,
2015,新竹縣,其他葉菜類,204.04,204.04,13498.6228190551,2754.259,
2015,苗栗縣,其他葉菜類,294.51,294.51,13865.763471529,4083.606,
2015,彰化縣,其他葉菜類,544.81,544.81,11500.7984434941,6265.75,
2015,南投縣,其他葉菜類,318.61,318.61,16594.7302344559,5287.247,
2015,雲林縣,其他葉菜類,8974.66,8972.93,17065.5818110695,153128.271,
2015,嘉義縣,其他葉菜類,548.57,548.57,12508.5586160381,6861.82,
2015,屏東縣,其他葉菜類,693.18,692.78,14892.8491007246,10317.468,
2015,台東縣,其他葉菜類,65.01,65.01,5376.17289647746,349.505,
2015,花蓮縣,其他葉菜類,763.81,763.61,8822.9790076086,6737.315,
2015,澎湖縣,其他葉菜類,12.38,12.38,8128.67528271405,100.633,
2015,基隆市,其他葉菜類,4.42,4.42,9874.66063348416,43.646,
2015,新竹市,其他葉菜類,13.3,13.3,12272.030075188,163.218,
2015,嘉義市,其他葉菜類,1.7,1.7,10000,17,
2015,金門縣,其他葉菜類,1.47,1.47,22427.2108843537,32.968,
2015,連江縣,其他葉菜類,0,0,0,0,
2015,新北市,花椰菜,29.81,29.81,13793.9282120094,411.197,
2015,台北市,花椰菜,8.44,8.44,8914.69194312796,75.24,
2015,桃園市,花椰菜,6.36,6.36,16827.0440251572,107.02,
2015,台中市,花椰菜,8.55,8.55,17273.216374269,147.686,
2015,台南市,花椰菜,65.63,65.63,20158.0984305958,1322.976,
2015,高雄市,花椰菜,487.72,487.72,22763.8071024358,11102.364,
2015,宜蘭縣,花椰菜,4.72,4.72,15498.3050847458,73.152,
2015,新竹縣,花椰菜,14.04,14.04,16381.8376068376,230.001,
2015,苗栗縣,花椰菜,27.53,27.53,20684.889211769,569.455,
2015,彰化縣,花椰菜,1064.23,1064.23,30118.7835336346,32053.313,
2015,南投縣,花椰菜,3.7,3.7,18770.2702702703,69.45,
2015,雲林縣,花椰菜,638.51,638.51,23325.1695353244,14893.354,
2015,嘉義縣,花椰菜,868.51,868.51,22179.5615479384,19263.171,
2015,屏東縣,花椰菜,3.36,3.36,17269.6428571429,58.026,
2015,台東縣,花椰菜,16.87,16.87,27013.9300533491,455.725,
2015,花蓮縣,花椰菜,15.35,15.35,11566.5146579805,177.546,
2015,澎湖縣,花椰菜,21.05,21.05,9563.7054631829,201.316,
2015,基隆市,花椰菜,0,0,0,0,
2015,新竹市,花椰菜,2.62,2.62,11272.1374045802,29.533,
2015,嘉義市,花椰菜,0.8,0.8,24262.5,19.41,
2015,金門縣,花椰菜,2.73,2.73,19556.4102564103,53.389,
2015,連江縣,花椰菜,0,0,0,0,
2015,新北市,金針菜,9.11,9.05,993.149171270718,8.988,
2015,台北市,金針菜,0.65,0.65,669.230769230769,0.435,
2015,桃園市,金針菜,0.58,0.58,460.344827586207,0.267,
2015,台中市,金針菜,0.07,0.07,714.285714285714,0.05,
2015,台南市,金針菜,0.4,0.4,1200,0.48,
2015,高雄市,金針菜,4.91,4.91,621.384928716904,3.051,
2015,宜蘭縣,金針菜,0.12,0.12,375,0.045,
2015,新竹縣,金針菜,0.86,0.86,784.883720930232,0.675,
2015,苗栗縣,金針菜,6.18,6.18,766.019417475728,4.734,
2015,彰化縣,金針菜,0.12,0.12,600,0.072,
2015,南投縣,金針菜,24.37,24.37,793.680755026672,19.342,
2015,雲林縣,金針菜,13.87,13.87,959.913482335977,13.314,
2015,嘉義縣,金針菜,8.19,8.19,487.301587301587,3.991,
2015,屏東縣,金針菜,0,0,0,0,
2015,台東縣,金針菜,71.49,61.49,955.651325418767,58.763,
2015,花蓮縣,金針菜,511.55,445.83,515.310768678644,229.741,
2015,澎湖縣,金針菜,0,0,0,0,
2015,基隆市,金針菜,0.19,0.19,800,0.152,
2015,新竹市,金針菜,0,0,0,0,
2015,嘉義市,金針菜,0.9,0.9,1200,1.08,
2015,金門縣,金針菜,0,0,0,0,
2015,連江縣,金針菜,0,0,0,0,
2015,新北市,越瓜,0,0,0,0,
2015,台北市,越瓜,0,0,0,0,
2015,桃園市,越瓜,1.76,1.76,16647.7272727273,29.3,
2015,台中市,越瓜,4.09,4.09,13757.2127139364,56.267,
2015,台南市,越瓜,3.99,3.99,13566.4160401003,54.13,
2015,高雄市,越瓜,12.35,12.35,22550.8502024292,278.503,
2015,宜蘭縣,越瓜,0.62,0.62,14512.9032258065,8.998,
2015,新竹縣,越瓜,1.68,1.68,13428.5714285714,22.56,
2015,苗栗縣,越瓜,1.56,1.56,17525.641025641,27.34,
2015,彰化縣,越瓜,31.41,31.41,18939.8280802292,594.9,
2015,南投縣,越瓜,0.4,0.4,12150,4.86,
2015,雲林縣,越瓜,69.06,69.06,18062.7715030408,1247.415,
2015,嘉義縣,越瓜,77.92,77.92,14068.7243326489,1096.235,
2015,屏東縣,越瓜,12.27,12.27,16840.749796251,206.636,
2015,台東縣,越瓜,0,0,0,0,
2015,花蓮縣,越瓜,0.16,0.16,12662.5,2.026,
2015,澎湖縣,越瓜,8.48,8.48,6764.62264150943,57.364,
2015,基隆市,越瓜,0,0,0,0,
2015,新竹市,越瓜,1.3,1.3,13000,16.9,
2015,嘉義市,越瓜,0.9,0.9,18000,16.2,
2015,金門縣,越瓜,0,0,0,0,
2015,連江縣,越瓜,0,0,0,0,
2015,新北市,胡瓜,41.95,41.95,11435.0178784267,479.699,
2015,台北市,胡瓜,0.15,0.15,3366.66666666667,0.505,
2015,桃園市,胡瓜,5.97,5.97,14631.4907872697,87.35,
2015,台中市,胡瓜,9.6,9.6,16308.75,156.564,
2015,台南市,胡瓜,53.34,53.34,20287.8327709036,1082.153,
2015,高雄市,胡瓜,300.35,299.95,25261.1935322554,7577.095,
2015,宜蘭縣,胡瓜,11.51,11.49,15517.319408181,178.294,
2015,新竹縣,胡瓜,7.75,7.75,11927.0967741935,92.435,
2015,苗栗縣,胡瓜,94.56,94.56,17113.4306260575,1618.246,
2015,彰化縣,胡瓜,249.4,249.4,22577.9470729751,5630.94,
2015,南投縣,胡瓜,132.58,132.58,15616.2392517725,2070.401,
2015,雲林縣,胡瓜,272.59,272.26,18626.3314478807,5071.205,
2015,嘉義縣,胡瓜,109.01,109.01,17276.7544261994,1883.339,
2015,屏東縣,胡瓜,810.81,810.59,25772.2880864555,20890.759,
2015,台東縣,胡瓜,10.71,10.71,17649.8599439776,189.03,
2015,花蓮縣,胡瓜,34.02,34.02,13211.6108171664,449.459,
2015,澎湖縣,胡瓜,3.12,3.01,6369.76744186046,19.173,
2015,基隆市,胡瓜,1.03,1.03,9853.39805825243,10.149,
2015,新竹市,胡瓜,1.4,1.4,10000,14,
2015,嘉義市,胡瓜,0.5,0.5,18000,9,
2015,金門縣,胡瓜,0.65,0.65,17616.9230769231,11.451,
2015,連江縣,胡瓜,0,0,0,0,
2015,新北市,冬瓜,66.04,66.04,11971.0932768019,790.571,
2015,台北市,冬瓜,5.39,5.39,13612.8014842301,73.373,
