name,pt_date_day,pt_1japt,pt_1tsait,pt_1sangt,pt_1glutrt,pt_1glutlt,pt_2japt,pt_2tsait,pt_2sangt,pt_2glutrt,pt_2glutlt,
彰化縣  ,106.9.21,38.93,43.06,43.04,47.96,47.35,3281,4107,3965,4126,3875,
南投縣  ,106.9.21,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.9.21,39.20,43.37,0.00,44.71,45.62,3265,3875,0,4052,3799,
嘉義市  ,106.9.21,39.85,0.00,0.00,46.74,47.25,3184,0,0,4167,3857,
嘉義縣  ,106.9.21,39.39,0.00,0.00,46.16,45.77,3186,0,0,4104,3839,
台南市  ,106.9.21,41.30,48.33,46.67,52.50,54.00,3274,3542,4055,4097,4000,
高雄市  ,106.9.21,40.22,0.00,46.52,50.34,49.84,3356,0,0,4368,4334,
屏東縣  ,106.9.21,41.55,44.21,0.00,48.93,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.9.21,42.69,45.83,46.97,50.48,50.83,3346,0,4055,4250,4125,
花蓮縣  ,106.9.21,50.38,0.00,0.00,54.93,58.69,4300,0,0,4300,4195,
台東縣  ,106.9.21,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.9.21,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.9.20,43.92,47.29,0.00,53.21,53.21,3888,4229,0,4631,4667,
台北市  ,106.9.20,45.83,50.42,48.24,52.96,55.18,3672,4188,4129,4500,4508,
新北市  ,106.9.20,42.50,47.19,46.02,50.09,51.20,3771,4176,4110,4467,4542,
桃園市  ,106.9.20,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.9.20,41.98,44.79,0.00,49.17,48.89,3429,3845,0,4274,4050,
新竹縣  ,106.9.20,39.69,43.67,0.00,49.58,50.00,3319,3938,0,4319,4250,
苗栗縣  ,106.9.20,39.43,0.00,0.00,45.22,49.08,3292,0,0,3989,4583,
台中市  ,106.9.20,42.02,47.92,46.31,49.52,50.59,3263,3880,4076,4160,4066,
彰化縣  ,106.9.20,38.93,43.06,43.04,47.96,47.35,3281,4107,3965,4126,3875,
南投縣  ,106.9.20,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.9.20,39.20,43.37,0.00,44.71,45.62,3266,3875,0,4052,3799,
嘉義市  ,106.9.20,39.85,0.00,0.00,46.74,47.25,3184,0,0,4167,3857,
嘉義縣  ,106.9.20,39.39,0.00,0.00,46.16,45.77,3186,0,0,4104,3853,
台南市  ,106.9.20,41.30,48.33,46.67,52.50,54.00,3274,3542,4055,4097,4000,
高雄市  ,106.9.20,40.22,0.00,46.52,50.34,49.84,3356,0,0,4368,4334,
屏東縣  ,106.9.20,41.55,44.21,0.00,48.93,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.9.20,42.69,45.83,46.97,50.48,50.83,3346,0,4055,4250,4125,
花蓮縣  ,106.9.20,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.9.20,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.9.20,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.9.19,43.92,47.29,0.00,53.21,53.21,3888,4229,0,4631,4667,
台北市  ,106.9.19,45.83,50.42,48.24,52.96,55.18,3672,4188,4129,4500,4508,
新北市  ,106.9.19,42.50,47.19,46.02,50.09,51.20,3771,4176,4110,4467,4542,
桃園市  ,106.9.19,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.9.19,41.98,44.79,0.00,49.17,48.89,3429,3845,0,4274,4050,
新竹縣  ,106.9.19,39.69,43.67,0.00,49.58,50.00,3319,3938,0,4319,4250,
苗栗縣  ,106.9.19,39.43,0.00,0.00,45.22,49.08,3292,0,0,3989,4583,
台中市  ,106.9.19,42.02,47.92,46.31,49.52,50.59,3263,3880,4076,4160,4066,
彰化縣  ,106.9.19,38.93,43.06,43.04,47.96,47.35,3281,4107,3965,4126,3875,
南投縣  ,106.9.19,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.9.19,39.20,43.37,0.00,44.71,45.62,3266,3875,0,4059,3799,
嘉義市  ,106.9.19,39.85,0.00,0.00,46.74,47.25,3184,0,0,4167,3857,
嘉義縣  ,106.9.19,39.39,0.00,0.00,46.16,45.77,3186,0,0,4104,3853,
台南市  ,106.9.19,41.30,48.33,46.67,52.50,54.00,3274,3542,4055,4097,4000,
高雄市  ,106.9.19,40.26,0.00,46.47,50.34,49.84,3356,0,0,4383,4334,
屏東縣  ,106.9.19,41.55,44.21,0.00,48.93,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.9.19,42.69,45.83,46.97,50.48,50.83,3346,0,4055,4250,4125,
花蓮縣  ,106.9.19,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.9.19,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.9.19,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.9.18,43.92,47.29,0.00,53.21,53.21,3888,4229,0,4631,4667,
台北市  ,106.9.18,45.83,50.42,48.24,52.96,55.18,3672,4188,4129,4500,4508,
新北市  ,106.9.18,42.50,47.19,46.02,50.09,51.20,3771,4176,4110,4467,4542,
桃園市  ,106.9.18,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.9.18,41.98,44.79,0.00,49.17,48.89,3429,3845,0,4274,4050,
新竹縣  ,106.9.18,39.69,43.67,0.00,49.58,50.00,3319,3938,0,4319,4250,
苗栗縣  ,106.9.18,39.43,0.00,0.00,45.22,49.08,3292,0,0,3989,4583,
台中市  ,106.9.18,42.02,47.92,46.31,49.52,50.59,3263,3880,4076,4160,4066,
彰化縣  ,106.9.18,38.93,43.06,43.04,47.96,47.35,3281,4107,3965,4126,3875,
南投縣  ,106.9.18,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.9.18,39.20,43.37,0.00,44.71,45.62,3266,3875,0,4059,3799,
嘉義市  ,106.9.18,39.85,0.00,0.00,46.74,47.25,3184,0,0,4167,3857,
嘉義縣  ,106.9.18,39.39,0.00,0.00,46.16,45.77,3186,0,0,4104,3853,
台南市  ,106.9.18,41.30,48.33,46.67,52.50,54.00,3274,3542,4055,4097,4000,
高雄市  ,106.9.18,40.26,0.00,46.47,50.34,49.84,3356,0,0,4383,4334,
屏東縣  ,106.9.18,41.55,44.21,0.00,48.93,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.9.18,42.69,45.83,46.97,50.48,50.83,3346,0,4055,4250,4125,
花蓮縣  ,106.9.18,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.9.18,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.9.18,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.9.15,43.92,47.29,0.00,53.21,53.21,3888,4229,0,4631,4667,
台北市  ,106.9.15,45.83,50.42,48.24,52.96,55.18,3672,4188,4129,4500,4508,
新北市  ,106.9.15,42.50,47.19,46.02,50.09,51.20,3771,4176,4110,4467,4542,
桃園市  ,106.9.15,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.9.15,41.98,44.79,0.00,49.17,48.89,3429,3845,0,4274,4050,
新竹縣  ,106.9.15,39.69,43.67,0.00,49.58,50.00,3319,3938,0,4319,4250,
苗栗縣  ,106.9.15,39.43,0.00,0.00,45.22,49.08,3292,0,0,3989,4583,
台中市  ,106.9.15,42.02,47.92,46.31,49.52,50.59,3263,3880,4076,4177,4066,
彰化縣  ,106.9.15,38.93,43.06,43.04,47.96,47.35,3281,4107,3965,4126,3875,
南投縣  ,106.9.15,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.9.15,39.20,43.37,0.00,44.71,45.62,3266,3875,0,4059,3799,
嘉義市  ,106.9.15,39.85,0.00,0.00,46.74,47.25,3184,0,0,4167,3857,
嘉義縣  ,106.9.15,39.39,0.00,0.00,46.16,45.77,3186,0,0,4104,3853,
台南市  ,106.9.15,41.30,48.33,46.67,52.50,54.00,3274,3542,4055,4097,4000,
高雄市  ,106.9.15,40.26,0.00,46.47,50.34,49.84,3356,0,0,4383,4334,
屏東縣  ,106.9.15,41.55,44.21,0.00,48.93,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.9.15,42.69,45.83,46.97,50.48,50.83,3346,0,4055,4250,4125,
花蓮縣  ,106.9.15,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.9.15,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.9.15,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.9.14,43.92,47.29,0.00,53.21,53.21,3888,4229,0,4631,4667,
台北市  ,106.9.14,45.83,50.42,48.24,52.96,55.18,3672,4188,4129,4500,4508,
新北市  ,106.9.14,42.50,47.19,46.02,50.09,51.20,3771,4176,4110,4467,4542,
桃園市  ,106.9.14,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.9.14,41.98,44.79,0.00,49.17,48.89,3429,3845,0,4274,4050,
新竹縣  ,106.9.14,39.69,43.67,0.00,49.58,50.00,3319,3938,0,4319,4250,
苗栗縣  ,106.9.14,39.43,0.00,0.00,45.22,49.08,3292,0,0,3989,4583,
台中市  ,106.9.14,42.02,47.92,46.31,49.52,50.59,3263,3880,4076,4177,4066,
彰化縣  ,106.9.14,38.93,43.06,43.04,47.96,47.35,3281,4107,3965,4126,3875,
南投縣  ,106.9.14,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.9.14,39.20,43.37,0.00,44.71,45.62,3266,3875,0,4059,3799,
嘉義市  ,106.9.14,39.85,0.00,0.00,46.74,47.25,3184,0,0,4167,3857,
嘉義縣  ,106.9.14,39.39,0.00,0.00,46.16,45.77,3186,0,0,4104,3853,
台南市  ,106.9.14,41.30,48.33,46.67,52.50,54.00,3274,3542,4055,4097,4000,
高雄市  ,106.9.14,40.26,0.00,46.52,49.84,49.28,3351,0,0,4383,4346,
屏東縣  ,106.9.14,41.55,44.21,0.00,48.93,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.9.14,42.69,45.83,46.97,50.48,50.83,3346,0,4055,4250,4125,
花蓮縣  ,106.9.14,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.9.14,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.9.14,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.9.13,43.92,47.29,0.00,53.21,53.21,3888,4229,0,4631,4667,
台北市  ,106.9.13,45.83,50.42,48.24,52.96,55.18,3672,4188,4129,4508,4508,
新北市  ,106.9.13,42.50,47.19,46.02,50.09,51.20,3771,4176,4110,4467,4542,
桃園市  ,106.9.13,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.9.13,41.98,44.79,0.00,49.17,48.89,3429,3845,0,4274,4050,
新竹縣  ,106.9.13,39.69,43.67,0.00,49.58,50.00,3319,3938,0,4319,4250,
苗栗縣  ,106.9.13,39.43,0.00,0.00,45.22,49.08,3292,0,0,3989,4583,
台中市  ,106.9.13,42.02,47.92,46.31,49.52,50.59,3263,3880,4076,4177,4066,
彰化縣  ,106.9.13,38.93,43.06,43.04,47.96,47.35,3281,4107,3965,4126,3875,
南投縣  ,106.9.13,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.9.13,39.20,43.37,0.00,44.71,45.62,3264,3875,0,4059,3805,
嘉義市  ,106.9.13,39.85,0.00,0.00,46.74,47.25,3184,0,0,4167,3857,
嘉義縣  ,106.9.13,39.39,0.00,0.00,46.16,45.77,3186,0,0,4104,3853,
台南市  ,106.9.13,41.30,47.50,46.67,52.50,54.00,3274,3542,4055,4097,4000,
高雄市  ,106.9.13,40.26,0.00,46.52,49.84,49.28,3351,0,0,4383,4346,
屏東縣  ,106.9.13,41.55,44.21,0.00,48.93,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.9.13,42.69,45.83,46.97,50.48,50.83,3346,0,4055,4250,4125,
花蓮縣  ,106.9.13,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.9.13,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.9.13,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.9.12,43.92,47.29,0.00,53.21,53.21,3888,4229,0,4631,4667,
台北市  ,106.9.12,45.83,50.42,48.24,52.96,55.18,3672,4188,4129,4508,4508,
新北市  ,106.9.12,42.50,47.19,46.02,50.09,51.20,3771,4176,4110,4467,4542,
桃園市  ,106.9.12,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.9.12,41.98,44.79,0.00,49.17,48.89,3429,3845,0,4274,4050,
新竹縣  ,106.9.12,39.69,43.67,0.00,49.58,50.00,3319,3938,0,4319,4250,
苗栗縣  ,106.9.12,39.43,0.00,0.00,45.22,49.08,3292,0,0,3989,4583,
台中市  ,106.9.12,42.02,47.92,46.31,49.52,50.59,3263,3880,4076,4177,4066,
彰化縣  ,106.9.12,38.93,43.06,43.04,47.96,47.35,3281,4107,3965,4126,3875,
南投縣  ,106.9.12,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.9.12,39.20,43.37,0.00,44.71,45.62,3264,3875,0,4059,3805,
嘉義市  ,106.9.12,39.85,0.00,0.00,46.74,47.25,3184,0,0,4167,3857,
嘉義縣  ,106.9.12,39.39,0.00,0.00,46.16,45.77,3186,0,0,4104,3853,
台南市  ,106.9.12,41.30,47.50,46.67,52.50,54.00,3274,3542,4055,4097,4000,
高雄市  ,106.9.12,40.26,0.00,46.52,49.84,49.28,3351,0,0,4383,4346,
屏東縣  ,106.9.12,41.55,44.21,0.00,48.93,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.9.12,42.69,45.83,46.82,50.48,50.83,3371,0,4028,4250,4209,
花蓮縣  ,106.9.12,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.9.12,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.9.12,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.9.11,43.92,47.29,0.00,53.21,53.21,3888,4229,0,4631,4667,
台北市  ,106.9.11,45.65,50.28,48.24,52.96,55.37,3672,4188,4129,4508,4508,
新北市  ,106.9.11,42.50,47.19,46.02,50.09,51.20,3771,4176,4110,4467,4542,
桃園市  ,106.9.11,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.9.11,41.98,44.79,0.00,49.17,48.89,3429,3845,0,4274,4050,
新竹縣  ,106.9.11,39.69,43.67,0.00,49.58,50.00,3319,3938,0,4319,4250,
苗栗縣  ,106.9.11,39.43,0.00,0.00,45.22,49.08,3292,0,0,3989,4583,
台中市  ,106.9.11,42.26,47.92,46.31,49.52,50.59,3263,3880,4076,4177,4066,
彰化縣  ,106.9.11,38.93,43.06,43.04,47.96,47.35,3281,4107,3965,4126,3875,
南投縣  ,106.9.11,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.9.11,39.20,43.37,0.00,44.71,45.62,3264,3875,0,4059,3805,
嘉義市  ,106.9.11,40.10,0.00,0.00,46.74,47.25,3184,0,0,4167,3890,
嘉義縣  ,106.9.11,39.39,0.00,0.00,46.16,45.91,3186,0,0,4104,3853,
台南市  ,106.9.11,41.30,47.50,46.67,52.50,54.00,3274,3542,4055,4097,4014,
高雄市  ,106.9.11,40.26,0.00,46.52,49.84,49.28,3351,0,0,4383,4346,
屏東縣  ,106.9.11,41.55,44.21,0.00,48.93,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.9.11,42.82,45.42,46.67,50.00,51.67,3409,0,3905,4083,4333,
花蓮縣  ,106.9.11,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.9.11,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.9.11,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.9.8,43.92,47.29,0.00,53.21,53.21,3888,4229,0,4631,4667,
台北市  ,106.9.8,45.65,50.28,48.24,52.96,55.37,3672,4188,4129,4508,4508,
新北市  ,106.9.8,42.50,47.19,46.02,50.09,51.20,3771,4176,4110,4467,4542,
桃園市  ,106.9.8,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.9.8,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.9.8,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.9.8,39.43,0.00,0.00,45.22,49.08,3292,0,0,3989,4583,
台中市  ,106.9.8,42.26,47.92,46.31,48.93,50.42,3263,3880,4076,4177,4066,
彰化縣  ,106.9.8,38.93,43.06,43.04,47.96,47.35,3281,4107,3965,4126,3875,
南投縣  ,106.9.8,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.9.8,39.20,43.37,0.00,44.71,45.62,3264,3875,0,4066,3805,
嘉義市  ,106.9.8,40.10,0.00,0.00,46.74,47.25,3184,0,0,4167,3890,
嘉義縣  ,106.9.8,39.39,0.00,0.00,46.16,45.91,3186,0,0,4104,3853,
台南市  ,106.9.8,41.30,47.50,46.67,52.50,54.00,3274,3542,4055,4097,4014,
高雄市  ,106.9.8,40.26,0.00,46.52,49.84,49.28,3351,0,0,4383,4346,
屏東縣  ,106.9.8,41.55,44.21,0.00,48.93,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.9.8,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.9.8,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.9.8,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.9.8,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.9.7,43.92,47.29,0.00,53.21,53.21,3888,4229,0,4631,4667,
台北市  ,106.9.7,45.65,50.28,48.24,52.96,55.37,3672,4188,4129,4508,4508,
新北市  ,106.9.7,42.50,47.19,46.02,50.09,51.20,3771,4176,4110,4467,4542,
桃園市  ,106.9.7,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.9.7,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.9.7,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
台中市  ,106.9.7,42.26,47.92,46.31,48.93,50.42,3263,3880,4076,4177,4066,
彰化縣  ,106.9.7,38.93,43.06,43.04,47.96,47.35,3281,4107,3972,4152,3889,
南投縣  ,106.9.7,39.60,44.05,44.29,49.46,50.36,3530,0,4000,4167,3750,
雲林縣  ,106.9.7,39.20,43.37,0.00,44.71,45.62,3264,3875,0,4080,3809,
嘉義市  ,106.9.7,40.10,0.00,0.00,46.74,47.25,3184,0,0,4167,3890,
嘉義縣  ,106.9.7,39.39,0.00,0.00,46.16,45.91,3186,0,0,4104,3853,
台南市  ,106.9.7,41.30,47.50,46.67,52.50,54.00,3274,3542,4055,4097,4014,
高雄市  ,106.9.7,40.26,0.00,46.52,49.84,49.28,3351,0,0,4383,4346,
屏東縣  ,106.9.7,41.55,44.21,0.00,48.93,51.71,3410,0,0,4231,4331,
宜蘭縣  ,106.9.7,43.08,45.33,44.55,50.00,54.17,3409,0,3750,4083,4333,
花蓮縣  ,106.9.7,50.38,0.00,0.00,54.93,58.69,4291,0,0,4300,4195,
台東縣  ,106.9.7,53.10,0.00,0.00,56.75,61.59,4476,0,0,5197,4870,
澎湖縣  ,106.9.7,42.29,0.00,0.00,51.67,51.67,3336,0,0,0,0,
基隆市  ,106.9.6,43.92,47.29,0.00,53.21,53.21,3888,4229,0,4631,4667,
台北市  ,106.9.6,45.65,50.28,48.24,52.96,55.37,3672,4188,4129,4508,4508,
新北市  ,106.9.6,42.50,47.19,46.02,50.09,51.20,3771,4176,4110,4467,4542,
桃園市  ,106.9.6,41.33,38.81,39.54,46.48,55.00,3310,3800,3813,4048,3954,
新竹市  ,106.9.6,41.98,44.79,0.00,49.17,49.17,3429,3845,0,4274,4117,
新竹縣  ,106.9.6,39.69,43.67,0.00,49.58,50.00,3361,3917,0,4319,4333,
苗栗縣  ,106.9.6,39.43,0.00,0.00,45.22,49.08,3292,0,0,3989,4583,
台中市  ,106.9.6,42.26,47.92,46.31,48.93,50.42,3263,3880,4076,4177,4066,
